t_sim_s,x,y,phi,v,delta,ref_idx,a
1311.3933,59.090911865234375,96.0910415649414,-1.5682396921484203,4.049818872881368,0.0,1251,0.01743370930578969
1311.4563,59.09156036376953,95.8347625732422,-1.5682396921484203,4.087929739034715,0.0,1254,-0.11196029121387507
1311.5798,59.09286117553711,95.32367706298828,-1.5682396921484203,4.1593835453653565,0.0,1260,0.040730621159325686
1311.7043,59.09415817260742,94.81227111816406,-1.5682396921484203,4.061239158365981,0.0,1265,-0.09506493195002186
1311.763,59.09477233886719,94.57421875,-1.5682396921484203,4.056434074193368,0.0,1268,-0.6433940555233888
1311.89,59.09610748291016,94.05388641357422,-1.5682396921484203,4.139523203603596,0.0,1274,-0.6162238033860836
1312.0076,59.1143684387207,93.56390380859376,-1.5670220948980362,3.9031604763624657,0.0,1279,-0.09501747249712578
1312.0703,59.107547760009766,93.3194808959961,-1.565907828297947,3.700758752514217,0.0,1282,-3.9477566579525663
1312.1944,59.10702896118164,92.84717559814452,-1.5662969161332077,3.903640147831037,0.0,1288,-7.638849071269727
1312.2549,59.10820770263672,92.60215759277344,-1.5663448530328292,4.119015612231187,0.0,1290,-7.28312735883036
1312.3787,59.09089660644531,92.32443237304688,-1.559549797511492,0.1291850076132112,0.0,1296,-7.535734471899849
1312.5045,59.09089660644531,92.3084487915039,-1.5595950712500233,0.274649601083125,0.0,1302,-7.976343967853607
1312.567,59.089603424072266,92.30447387695312,-1.5591322138525676,0.0461422689631985,0.0,1305,-4.2001714121166716
1312.6958,59.08656692504883,92.30474090576172,-1.557940449264757,0.0225221594822077,0.0,1311,-0.35567943117487233
1312.7573,59.08498764038086,92.3044204711914,-1.55726587056064,0.0237896327264083,0.0,1314,-0.2726431316489387
1312.8766,59.08185577392578,92.30361938476562,-1.5559137836752068,0.0242395750013182,0.0,1319,-0.019563894576327796
1312.9935,59.078651428222656,92.30296325683594,-1.5545672894280629,0.0239156025201456,0.0,1325,0.0037519446949314007
1313.0521,59.077030181884766,92.30267333984376,-1.5538839222923484,0.0242331358772391,0.0,1327,0.0029522285219722028
1313.1706,59.07370376586914,92.30205535888672,-1.5524772406045686,0.0248673979918393,0.0,1333,0.006393719141877602
1313.284,59.07049179077149,92.30144500732422,-1.5510945273665997,0.0251963389117081,0.0,1338,0.0074347416634022
1313.4027,59.06709671020508,92.30078125,-1.5496327182442549,0.0257850973379906,0.0,1344,0.004528426711605696
1313.458,59.06533050537109,92.30043029785156,-1.5488659941664211,0.0287637993253508,0.0,1346,0.0038019328475590967
1313.5789,59.06180953979492,92.29977416992188,-1.547351720770602,0.0268196807354361,0.0,1352,0.003634025818809398
1313.703,59.05802536010742,92.29903411865234,-1.5457447693688482,0.026809279845248,0.0,1358,0.0008865399808361957
1313.768,59.0560188293457,92.29863739013672,-1.544895753613331,0.0270563899058585,0.0,1361,-0.00011229181812040176
1313.8866,59.05228805541992,92.29790496826172,-1.5433298148923644,0.0275590721626496,0.0,1366,-0.0027550537977929987
1313.9503,59.05013656616211,92.2974624633789,-1.5423830611248412,0.027876364481528,0.0,1369,-0.002089815110651601
1314.0761,59.046165466308594,92.2966766357422,-1.5407124601730344,0.0275948237611385,0.0,1375,0.0011154584895979001
1314.2029,59.04198455810547,92.29579162597656,-1.5389417243642407,0.0232790830217526,0.0,1381,-0.010218953393158398
1314.2608,59.04056930541992,92.29549407958984,-1.5383861889608503,0.0284967716187023,0.0,1384,-0.018037455083698695
1314.3837,59.03783416748047,92.29495239257812,-1.5372207896678316,0.0272341489394037,0.0,1389,-0.0141402569310808
1314.5048,59.034481048583984,92.2943115234375,-1.5357374089406577,0.0179823343116155,0.0,1395,-0.018896090943648497
1314.5667,59.03321075439453,92.29405975341795,-1.5352367346557223,0.0194513988473523,0.0,1397,-0.021855374803491496
1314.6909,59.03071594238281,92.2935562133789,-1.5341973028822646,0.017282251004458,0.0,1403,-0.006654946702463397
1314.75,59.02952575683594,92.29331970214844,-1.5337131401960882,0.0155975126923484,0.0,1406,0.005138744237635202
1314.8758,59.02706909179688,92.29277801513672,-1.5326470768117295,0.0182780330622661,0.0,1412,0.007298534430990879
1314.993,59.02446746826172,92.29226684570312,-1.5315426639076737,0.0202835034862897,0.0,1418,0.01615452283299434
