x,y,z,yaw,road_id,target_speed_mps,target_speed_kph
58.825096130371094,195.0956268310547,0.0,-1.568223446865771,47,4.903,17.651
58.825355529785156,194.99563598632812,0.0,-1.568223446865771,47,4.927,17.739
58.82561111450195,194.8956298828125,0.0,-1.568223446865771,47,4.952,17.826
58.825870513916016,194.79563903808594,0.0,-1.568223446865771,47,4.976,17.913
58.82612609863281,194.6956329345703,0.0,-1.568223446865771,47,5.0,18.0
58.826385498046875,194.59564208984375,0.0,-1.568223446865771,47,5.024,18.086
58.82664108276367,194.49563598632812,0.0,-1.568223446865771,47,5.048,18.172
58.82689666748047,194.39564514160156,0.0,-1.568223446865771,47,5.071,18.257
58.82715606689453,194.29563903808594,0.0,-1.568223446865771,47,5.095,18.342
58.82741165161133,194.1956329345703,0.0,-1.568223446865771,47,5.119,18.427
58.82767105102539,194.09564208984375,0.0,-1.568223446865771,47,5.142,18.511
58.82792663574219,193.99563598632812,0.0,-1.568223446865771,47,5.165,18.595
58.82818603515625,193.89564514160156,0.0,-1.568223446865771,47,5.188,18.678
58.82844161987305,193.79563903808594,0.0,-1.568223446865771,47,5.212,18.761
58.828697204589844,193.6956329345703,0.0,-1.568223446865771,47,5.235,18.844
58.828956604003906,193.59564208984375,0.0,-1.568223446865771,47,5.257,18.927
58.8292121887207,193.49563598632812,0.0,-1.568223446865771,47,5.28,19.009
58.829471588134766,193.39564514160156,0.0,-1.568223446865771,47,5.303,19.09
58.82972717285156,193.29563903808594,0.0,-1.568223446865771,47,5.325,19.171
58.829986572265625,193.1956329345703,0.0,-1.568223446865771,47,5.348,19.252
58.83024215698242,193.09564208984375,0.0,-1.568223446865771,47,5.37,19.333
58.830501556396484,192.99563598632812,0.0,-1.568223446865771,47,5.393,19.413
58.83075714111328,192.89564514160156,0.0,-1.568223446865771,47,5.415,19.493
58.83101272583008,192.79563903808594,0.0,-1.568223446865771,47,5.437,19.573
58.83127212524414,192.69564819335938,0.0,-1.568223446865771,47,5.459,19.652
58.83152770996094,192.59564208984375,0.0,-1.568223446865771,47,5.481,19.731
58.831787109375,192.4956512451172,0.0,-1.568223446865771,47,5.503,19.81
58.8320426940918,192.39564514160156,0.0,-1.568223446865771,47,5.524,19.888
58.83230209350586,192.29563903808594,0.0,-1.568223446865771,47,5.546,19.966
58.832557678222656,192.19564819335938,0.0,-1.568223446865771,47,5.568,20.044
58.83281707763672,192.09564208984375,0.0,-1.568223446865771,47,5.589,20.121
58.833072662353516,191.9956512451172,0.0,-1.568223446865771,47,5.611,20.199
58.83332824707031,191.89564514160156,0.0,-1.568223446865771,47,5.632,20.275
58.833587646484375,191.79563903808594,0.0,-1.568223446865771,47,5.653,20.352
58.83384323120117,191.69564819335938,0.0,-1.568223446865771,47,5.644,20.319
58.834102630615234,191.59564208984375,0.0,-1.568223446865771,47,5.623,20.242
58.83435821533203,191.4956512451172,0.0,-1.568223446865771,47,5.601,20.165
58.834617614746094,191.39564514160156,0.0,-1.568223446865771,47,5.58,20.088
58.83487319946289,191.29563903808594,0.0,-1.568223446865771,47,5.558,20.01
58.83512878417969,191.19564819335938,0.0,-1.568223446865771,47,5.537,19.933
58.83538818359375,191.09564208984375,0.0,-1.568223446865771,47,5.515,19.854
58.83564376831055,190.9956512451172,0.0,-1.568223446865771,47,5.493,19.776
58.83590316772461,190.89564514160156,0.0,-1.568223446865771,47,5.471,19.697
58.836158752441406,190.795654296875,0.0,-1.568223446865771,47,5.449,19.618
58.83641815185547,190.69564819335938,0.0,-1.568223446865771,47,5.427,19.539
58.836673736572266,190.5956573486328,0.0,-1.568223446865771,47,5.405,19.459
58.83693313598633,190.4956512451172,0.0,-1.568223446865771,47,5.383,19.379
58.837188720703125,190.39564514160156,0.0,-1.568223446865771,47,5.361,19.298
58.83744430541992,190.295654296875,0.0,-1.568223446865771,47,5.338,19.218
58.837703704833984,190.19564819335938,0.0,-1.568223446865771,47,5.316,19.136
58.83795928955078,190.0956573486328,0.0,-1.568223446865771,47,5.293,19.055
58.838218688964844,189.9956512451172,0.0,-1.568223446865771,47,5.27,18.973
58.83847427368164,189.89564514160156,0.0,-1.568223446865771,47,5.248,18.891
58.8387336730957,189.795654296875,0.0,-1.568223446865771,47,5.225,18.809
58.8389892578125,189.69564819335938,0.0,-1.568223446865771,47,5.202,18.726
58.83924865722656,189.5956573486328,0.0,-1.568223446865771,47,5.178,18.643
58.83950424194336,189.4956512451172,0.0,-1.568223446865771,47,5.155,18.559
58.839759826660156,189.39564514160156,0.0,-1.568223446865771,47,5.132,18.475
58.84001922607422,189.295654296875,0.0,-1.568223446865771,47,5.108,18.391
58.840274810791016,189.19564819335938,0.0,-1.568223446865771,47,5.085,18.306
58.84053421020508,189.0956573486328,0.0,-1.568223446865771,47,5.061,18.221
58.840789794921875,188.9956512451172,0.0,-1.568223446865771,47,5.038,18.135
58.84104919433594,188.89566040039062,0.0,-1.568223446865771,47,5.014,18.049
58.841304779052734,188.795654296875,0.0,-1.568223446865771,47,4.99,17.963
58.84156036376953,188.69566345214844,0.0,-1.568223446865771,47,4.966,17.876
58.841819763183594,188.5956573486328,0.0,-1.568223446865771,47,4.941,17.789
58.84207534790039,188.4956512451172,0.0,-1.568223446865771,47,4.917,17.701
58.84233474731445,188.39566040039062,0.0,-1.568223446865771,47,4.893,17.613
58.84259033203125,188.295654296875,0.0,-1.568223446865771,47,4.868,17.524
58.84284973144531,188.19566345214844,0.0,-1.568223446865771,47,4.843,17.436
58.84310531616211,188.0956573486328,0.0,-1.568223446865771,47,4.818,17.346
58.84336471557617,187.9956512451172,0.0,-1.568223446865771,47,4.793,17.256
58.84362030029297,187.89566040039062,0.0,-1.568223446865771,47,4.768,17.166
58.843875885009766,187.795654296875,0.0,-1.568223446865771,47,4.743,17.075
58.84413528442383,187.69566345214844,0.0,-1.568223446865771,47,4.718,16.984
58.844390869140625,187.5956573486328,0.0,-1.568223446865771,47,4.692,16.892
58.84465026855469,187.49566650390625,0.0,-1.568223446865771,47,4.667,16.8
58.844905853271484,187.39566040039062,0.0,-1.568223446865771,47,4.641,16.707
58.84516525268555,187.295654296875,0.0,-1.568223446865771,47,4.615,16.613
58.845420837402344,187.19566345214844,0.0,-1.568223446865771,47,4.589,16.519
58.845680236816406,187.0956573486328,0.0,-1.568223446865771,47,4.563,16.425
58.8459358215332,186.99566650390625,0.0,-1.568223446865771,47,4.536,16.33
58.84619140625,186.89566040039062,0.0,-1.568223446865771,47,4.51,16.235
58.84645080566406,186.79566955566406,0.0,-1.568223446865771,47,4.483,16.139
58.84670639038086,186.69566345214844,0.0,-1.568223446865771,47,4.456,16.042
58.84696578979492,186.5956573486328,0.0,-1.568223446865771,47,4.429,15.945
58.84722137451172,186.49566650390625,0.0,-1.568223446865771,47,4.402,15.847
58.84748077392578,186.39566040039062,0.0,-1.568223446865771,47,4.375,15.748
58.84773635864258,186.29566955566406,0.0,-1.568223446865771,47,4.347,15.649
58.847991943359375,186.19566345214844,0.0,-1.568223446865771,47,4.319,15.55
58.84825134277344,186.0956573486328,0.0,-1.568223446865771,47,4.291,15.449
58.848506927490234,185.99566650390625,0.0,-1.568223446865771,47,4.263,15.348
58.8487663269043,185.89566040039062,0.0,-1.568223446865771,47,4.235,15.247
58.849021911621094,185.79566955566406,0.0,-1.568223446865771,47,4.207,15.144
58.84938430786133,185.65565490722656,0.0,-1.568223446865771,1066,4.167,15.0
58.84938430786133,185.65565490722656,0.0,-1.568223446865771,1050,4.167,15.0
58.849639892578125,185.55564880371094,0.0,-1.568223446865771,1050,4.167,15.0
58.84989929199219,185.45565795898438,0.0,-1.568223446865771,1050,4.167,15.0
58.850154876708984,185.35565185546875,0.0,-1.568223446865771,1050,4.167,15.0
58.85041427612305,185.2556610107422,0.0,-1.568223446865771,1050,4.167,15.0
58.850669860839844,185.15565490722656,0.0,-1.568223446865771,1050,4.167,15.0
58.850929260253906,185.0556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.8511848449707,184.95565795898438,0.0,-1.568223446865771,1050,4.167,15.0
58.851444244384766,184.85565185546875,0.0,-1.568223446865771,1050,4.167,15.0
58.85169982910156,184.7556610107422,0.0,-1.568223446865771,1050,4.167,15.0
58.85195541381836,184.65565490722656,0.0,-1.568223446865771,1050,4.167,15.0
58.85221481323242,184.5556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.85247039794922,184.45565795898438,0.0,-1.568223446865771,1050,4.167,15.0
58.85272979736328,184.35565185546875,0.0,-1.568223446865771,1050,4.167,15.0
58.85298538208008,184.2556610107422,0.0,-1.568223446865771,1050,4.167,15.0
58.85324478149414,184.15565490722656,0.0,-1.568223446865771,1050,4.167,15.0
58.85350036621094,184.0556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.853755950927734,183.95565795898438,0.0,-1.568223446865771,1050,4.167,15.0
58.8540153503418,183.8556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.854270935058594,183.7556610107422,0.0,-1.568223446865771,1050,4.167,15.0
58.854530334472656,183.65565490722656,0.0,-1.568223446865771,1050,4.167,15.0
58.85478591918945,183.5556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.855045318603516,183.45565795898438,0.0,-1.568223446865771,1050,4.167,15.0
58.85530090332031,183.3556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.855560302734375,183.2556610107422,0.0,-1.568223446865771,1050,4.167,15.0
58.85581588745117,183.15567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.85607147216797,183.0556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.85633087158203,182.95565795898438,0.0,-1.568223446865771,1050,4.167,15.0
58.85658645629883,182.8556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.85684585571289,182.7556610107422,0.0,-1.568223446865771,1050,4.167,15.0
58.85710144042969,182.65567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.85736083984375,182.5556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.85761642456055,182.45567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.85787582397461,182.3556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.858131408691406,182.2556610107422,0.0,-1.568223446865771,1050,4.167,15.0
58.8583869934082,182.15567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.858646392822266,182.0556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.85890197753906,181.95567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.859161376953125,181.8556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.85941696166992,181.7556610107422,0.0,-1.568223446865771,1050,4.167,15.0
58.859676361083984,181.65567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.85993194580078,181.5556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.86018753051758,181.45567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.86044692993164,181.3556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.86070251464844,181.25567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.8609619140625,181.15567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.8612174987793,181.0556640625,0.0,-1.568223446865771,1050,4.167,15.0
58.86147689819336,180.95567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.861732482910156,180.8556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.86199188232422,180.75567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.862247467041016,180.65567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.86250305175781,180.55567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.862762451171875,180.45567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.86301803588867,180.3556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.863277435302734,180.25567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.86353302001953,180.15567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.863792419433594,180.05567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.86404800415039,179.95567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.86430740356445,179.8556671142578,0.0,-1.568223446865771,1050,4.167,15.0
58.86456298828125,179.75567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.86481857299805,179.65567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.86507797241211,179.55567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.865333557128906,179.45567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.86559295654297,179.35568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.865848541259766,179.25567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.86610794067383,179.15567016601562,0.0,-1.568223446865771,1050,4.167,15.0
58.866363525390625,179.05567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.86661911010742,178.95567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.866878509521484,178.85568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.86713409423828,178.75567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.867393493652344,178.6556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.86764907836914,178.55567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.8679084777832,178.45567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.8681640625,178.35568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.86842346191406,178.25567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.86867904663086,178.1556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.868934631347656,178.05567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.86919403076172,177.95567321777344,0.0,-1.568223446865771,1050,4.167,15.0
58.869449615478516,177.85568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.86970901489258,177.75567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.869964599609375,177.6556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.87022399902344,177.55567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.870479583740234,177.4556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.8707389831543,177.35568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.870994567871094,177.25567626953125,0.0,-1.568223446865771,1050,4.167,15.0
58.87125015258789,177.1556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.87150955200195,177.05567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.87176513671875,176.9556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.87202453613281,176.85568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.87228012084961,176.7556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.87253952026367,176.6556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.87279510498047,176.55567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.873050689697266,176.4556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.87331008911133,176.35568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.873565673828125,176.2556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.87382507324219,176.1556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.874080657958984,176.05567932128906,0.0,-1.568223446865771,1050,4.167,15.0
58.87434005737305,175.9556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.874595642089844,175.85568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.874855041503906,175.7556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.8751106262207,175.6556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.8753662109375,175.55569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.87562561035156,175.4556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.87588119506836,175.35568237304688,0.0,-1.568223446865771,1050,4.167,15.0
58.87614059448242,175.2556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.87639617919922,175.1556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.87665557861328,175.05569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.87691116333008,174.9556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.87717056274414,174.85569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.87742614746094,174.7556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.877681732177734,174.6556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.8779411315918,174.55569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.878196716308594,174.4556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.878456115722656,174.35569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.87871170043945,174.2556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.878971099853516,174.1556854248047,0.0,-1.568223446865771,1050,4.167,15.0
58.87922668457031,174.05569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.87948226928711,173.9556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.87974166870117,173.85569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.87999725341797,173.7556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.88025665283203,173.65570068359375,0.0,-1.568223446865771,1050,4.167,15.0
58.88051223754883,173.55569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.88077163696289,173.4556884765625,0.0,-1.568223446865771,1050,4.167,15.0
58.88102722167969,173.35569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.88128662109375,173.2556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.88154220581055,173.15570068359375,0.0,-1.568223446865771,1050,4.167,15.0
58.881797790527344,173.05569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.882057189941406,172.95570373535156,0.0,-1.568223446865771,1050,4.167,15.0
58.8823127746582,172.85569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.882572174072266,172.7556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.88282775878906,172.65570068359375,0.0,-1.568223446865771,1050,4.167,15.0
58.883087158203125,172.55569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.88334274291992,172.45570373535156,0.0,-1.568223446865771,1050,4.167,15.0
58.883602142333984,172.35569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.88385772705078,172.2556915283203,0.0,-1.568223446865771,1050,4.167,15.0
58.88411331176758,172.15570068359375,0.0,-1.568223446865771,1050,4.167,15.0
58.88437271118164,172.05569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.88462829589844,171.95570373535156,0.0,-1.568223446865771,1050,4.167,15.0
58.8848876953125,171.85569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.8851432800293,171.75570678710938,0.0,-1.568223446865771,1050,4.167,15.0
58.88540267944336,171.65570068359375,0.0,-1.568223446865771,1050,4.167,15.0
58.885658264160156,171.55569458007812,0.0,-1.568223446865771,1050,4.167,15.0
58.88591384887695,171.45570373535156,0.0,-1.568223446865771,1050,4.167,15.0
58.886173248291016,171.35569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.88642883300781,171.25570678710938,0.0,-1.568223446865771,1050,4.167,15.0
58.886688232421875,171.15570068359375,0.0,-1.568223446865771,1050,4.167,15.0
58.88694381713867,171.0557098388672,0.0,-1.568223446865771,1050,4.167,15.0
58.887203216552734,170.95570373535156,0.0,-1.568223446865771,1050,4.167,15.0
58.88745880126953,170.85569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.887718200683594,170.75570678710938,0.0,-1.568223446865771,1050,4.167,15.0
58.88797378540039,170.65570068359375,0.0,-1.568223446865771,1050,4.167,15.0
58.88822937011719,170.5557098388672,0.0,-1.568223446865771,1050,4.167,15.0
58.88848876953125,170.45570373535156,0.0,-1.568223446865771,1050,4.167,15.0
58.88874435424805,170.35569763183594,0.0,-1.568223446865771,1050,4.167,15.0
58.88900375366211,170.25570678710938,0.0,-1.568223446865771,1050,4.167,15.0
58.889259338378906,170.15570068359375,0.0,-1.568223446865771,1050,4.167,15.0
58.88951873779297,170.0557098388672,0.0,-1.568223446865771,1050,4.167,15.0
58.889774322509766,169.95570373535156,0.0,-1.568223446865771,1050,4.167,15.0
58.89003372192383,169.855712890625,0.0,-1.568223446865771,1050,4.167,15.0
58.890289306640625,169.75570678710938,0.0,-1.568223446865771,1050,4.167,15.0
58.89054489135742,169.6557159423828,0.0,-1.568223446865771,1050,4.167,15.0
58.890804290771484,169.5557098388672,0.0,-1.568223446865771,1050,4.167,15.0
