index,x,y,phi,v,a,delta,u_j,u_ddelta,ref_idx
100,58.89557647705078,177.54161071777344,-1.5682338331940224,4.014554331492765,0.0114684597697483,0.0,-0.4038903813138286,-0.05186462663590623,399
101,58.89660520290343,177.1401566026766,-1.5682338331940224,4.01570117746974,-0.02892057836163456,-0.005186462663590624,-0.3167026617219923,0.1456975007839047,402
102,58.8976342226343,176.73858780335857,-1.5690669320329906,4.012809119633577,-0.06059084453383379,0.009383287414799846,-0.09196296821177295,-0.3869793960018423,407
103,58.89832819539558,176.3373074914718,-1.5675607541759677,4.006750035180193,-0.06978714135501109,-0.029314652185384385,0.0490939088753089,1.053842909386667,412
104,58.89962460620404,175.93663458527126,-1.5722603598003038,3.999771321044692,-0.06487775046748019,0.07606963875328233,-0.07884988056505547,-1.9984680836515685,414
105,58.899039026690424,175.53665788182073,-1.560066383829331,3.993283545997944,-0.07276273852398575,-0.12377716961187453,0.23224319767468835,1.999596661600497,419
106,58.903323714941486,175.13735251467176,-1.5799390694300328,3.9860072721455455,-0.04953841875651692,0.07618249654817517,0.1397596879667467,-1.9980288918523021,425
107,58.899679461849246,174.7387684468073,-1.5677689567156352,3.9810534302698937,-0.03556244995984225,-0.12362039263705506,0.1645471129272257,1.9996482203167616,427
108,58.900884672212165,174.3406649280906,-1.5875554273701236,3.9774971852739096,-0.019107738667119678,0.07634442939462112,0.0373477735396331,-1.9970294609412664,433
109,58.89421905671156,173.94297106573086,-1.5753853838042453,3.9755864114071975,-0.015372961313156368,-0.12335851669950552,0.14875087352083338,1.9996889842369558,435
110,58.892394643846345,173.54541661076482,-1.595102396510669,3.9740491152758817,-0.0004978739610730302,0.07661038172419007,-0.030985317589318224,-1.9938484339855027,441
111,58.88273624343331,173.14812908389328,-1.582900378549513,3.9739993278797745,-0.003596405720004853,-0.1227744616743602,0.1559761117632156,1.999720731683939,443
112,58.87792621153298,172.75075826189826,-1.6025152582682998,3.973639687307774,0.01200120545631671,0.07719761149403372,-0.16149208117559113,-1.949381345502167,448
113,58.865324364386886,172.3535941684885,-1.5902206056380677,3.9748398078534057,-0.004148002661242404,-0.11774052305618297,0.33443954044208785,1.999730940791779,453
114,58.85760401021475,171.9561851712169,-1.6090275807545305,3.9744250075872816,0.029295951382966378,0.08223257102299492,-0.23312378454801888,-1.9193016286410631,456
115,58.84241298627133,171.55903309178018,-1.5959249457689224,3.9773546027255784,0.0059835729281644875,-0.1096975918411114,0.26291911411644053,1.9997172805118821,461
116,58.83241949524264,171.1614231994293,-1.6134475374886295,3.9779529600183947,0.03227548433980854,0.09027413621007682,-0.25250766418390347,-1.9835214065933837,464
117,58.81545818781007,170.76398966841893,-1.599044139074821,3.9811805084523755,0.0070247179214181915,-0.10807800444926156,0.2664821175626019,1.9997281936778704,469
118,58.80421371938356,170.36603044395162,-1.6163225890002397,3.9818829802445173,0.033672929677678376,0.0918948149185255,-0.11039011631913874,-1.9589195802862753,474
119,58.78609195601825,169.96825472526564,-1.601644673086146,3.985250273212285,0.022633918045764503,-0.10399714311010205,0.34482459881392247,1.9997288041798147,479
120,58.773800067721595,169.5699193051942,-1.618282885104609,3.9875136650168614,0.05711637792715674,0.09597573730787945,-0.30694389966924274,-1.9725841145800342,481
121,58.75487185334649,169.17161744104146,-1.6029275257422109,3.993225302809577,0.026421987960232467,-0.10128267415012399,0.21823764423266756,1.9997265034994531,486
122,58.74204334933554,168.77250102610114,-1.619160853358943,3.9958675016056007,0.04824575238349923,0.09868997619982134,-0.29735214607032134,-1.97619176373367,489
123,58.72272505872246,168.3733815270139,-1.6033353586380918,4.000692076843951,0.01851053777646709,-0.09892920017354566,0.30317689376861157,1.999726605753454,495
124,58.70970949110697,167.97352409499985,-1.6192186195911418,4.002543130621597,0.048828227153328255,0.10104346040179976,-0.3229659694841716,-1.9811227015035366,497
125,58.69033583260086,167.57373893209237,-1.6029861061514388,4.00742595333693,0.016531630204911097,-0.09706880974855392,0.2826403244385073,1.9997246522992727,503
126,58.677438244522136,167.17320393994245,-1.6185950038574892,4.009079116357421,0.04479566264876182,0.10290365548137338,-0.0903731508385699,-1.9876114752160992,508
127,58.65828267283238,166.77275392098207,-1.6020345529356583,4.013558682622297,0.035758347564904834,-0.09585749204023654,0.09298590208429934,1.9997220140222889,510
128,58.645747066452195,166.3715938636967,-1.617471048934219,4.017134517378787,0.04505693777333477,0.10411470936199237,-0.12205715852158369,-1.9887663507131128,516
129,58.62700400982698,165.97031790486596,-1.6006806246490806,4.021640211156121,0.0328512219211764,-0.09476192570931893,0.13307982441427177,1.999719931265093,518
130,58.61498740923354,165.56833345095006,-1.6159703532575334,4.024925333348238,0.046159204362603574,0.10521006741719038,0.10589783823852572,-1.9896919263874129,523
131,58.59681138430058,165.166251529561,-1.5989690703267148,4.029541253784499,0.05674898818645615,-0.09375912522155092,0.9924173516785822,1.999720661479621,529
132,58.585460562741346,164.7634573066513,-1.6141257599054786,4.0352161526031445,0.15599072335431438,0.10621294092641119,0.4933087754583759,-1.9919252000679784,532
133,58.567981670363736,164.36031442589618,-1.5969173136146757,4.050815224938576,0.20532160090015197,-0.09297957908038665,1.3143809122002843,1.9997179266945933,537
134,58.55740174447392,163.95537109031193,-1.6120266034668516,4.0713473850285915,0.3367596921201804,0.10699221358907268,0.2364554887915494,-1.9929453337147405,539
135,58.54062022209068,163.54858235423103,-1.5945357123605128,4.105023354240609,0.36040524099933535,-0.09230231978240136,1.0730692302987013,1.9997113548071932,545
